stock_code,selling_months,mean_price,std_price,price_cv
85135C,23,8.1061,0.1978,0.0244
85136A,21,8.0363,0.1359,0.0169
85136B,11,7.9896,0.0904,0.0113
85136C,20,8.0858,0.1422,0.0176
85141,18,9.4892,2.5654,0.2703
85142,8,9.2739,1.7474,0.1884
85144,18,6.5415,1.6940,0.2590
85145,12,11.7467,2.5347,0.2158
85146,10,5.7002,1.6518,0.2898
85147,4,4.9500,0.0000,0.0000
85150,23,2.4594,0.1725,0.0701
85151,1,1.2500,0.0000,
85152,25,1.9410,0.1000,0.0515
85157,1,12.7200,0.0000,
85159A,25,6.8387,5.3630,0.7842
85159B,23,5.6723,4.5677,0.8053
85160A,13,4.4298,5.6886,1.2842
85160B,17,1.4798,1.9633,1.3267
85161,17,19.4634,4.9046,0.2520
85162A,7,3.1451,3.0019,0.9545
85162B,7,1.9500,0.0000,0.0000
85162C,7,2.0474,0.1328,0.0648
85163A,19,12.7756,3.7266,0.2917
85163B,23,15.3364,5.2835,0.3445
85164B,10,14.2361,2.9818,0.2095
85165,7,11.0946,2.5536,0.2302
85166A,2,2.8957,1.2081,0.4172
85166B,11,3.1014,1.1226,0.3620
85167A,3,2.9955,1.1413,0.3810
85167B,16,3.0418,1.2980,0.4267
85168A,6,9.9500,0.0000,0.0000
85168B,18,9.7029,1.5441,0.1591
85169A,25,1.3698,0.3386,0.2472
85169B,23,1.5137,0.4743,0.3133
85169C,21,1.4340,0.3657,0.2550
85169D,24,1.5872,0.5482,0.3454
85170A,13,2.0640,0.4524,0.2192
85170B,20,2.3720,0.9152,0.3858
85170C,25,2.4354,0.7486,0.3074
85170D,24,2.5033,0.8929,0.3567
85171,1,2.5500,0.0000,
85172,25,0.4787,0.1903,0.3975
85173,25,2.3747,0.7588,0.3195
85174,25,5.7484,1.6420,0.2856
85175,24,0.4282,0.0390,0.0911
85176,25,0.9319,0.1490,0.1599
85177,25,0.8849,0.1442,0.1629
85178,25,1.1748,0.1907,0.1623
85179A,13,4.3442,2.0638,0.4751
85179B,11,5.0077,1.4788,0.2953
85179C,8,4.4941,3.1337,0.6973
85180A,21,5.2227,2.0927,0.4007
85180B,20,5.3480,2.1127,0.3950
85183A,23,2.1597,1.1877,0.5500
85183B,25,2.2195,1.3454,0.6062
85184B,3,2.9500,0.0000,0.0000
85184C,25,3.0602,0.5525,0.1805
85184D,10,2.6386,1.2045,0.4565
85185B,24,3.0999,0.3224,0.1040
85185C,9,2.9500,0.0000,0.0000
85185D,16,3.3326,0.8273,0.2482
85185E,1,2.9500,0.0000,
85185F,4,2.9500,0.0000,0.0000
85186A,14,0.5851,0.1735,0.2965
85186B,1,0.4200,0.0000,
85186C,15,0.6033,0.1790,0.2967
85187,14,1.8018,0.3494,0.1939
85188A,9,1.0041,0.2824,0.2813
85188B,9,1.0840,0.3512,0.3240
85189,11,0.8411,0.0370,0.0440
85190,4,0.8996,0.0992,0.1103
85192S,1,0.6500,0.0000,
85194L,14,0.9787,0.2617,0.2674
85194S,19,0.5184,0.2501,0.4824
85195,11,2.0652,0.1155,0.0559
85196,4,0.5414,0.0212,0.0392
85197,12,1.9320,0.4967,0.2571
85198,13,0.8715,0.2798,0.3210
85199L,25,0.6855,0.0453,0.0661
85199S,25,0.4829,0.0489,0.1012
85200,8,1.2537,0.0085,0.0068
85202,24,0.5365,0.1280,0.2385
85203,25,0.5126,0.1223,0.2386
85204,25,0.3828,0.1938,0.5062
85205A,2,2.5500,0.0000,0.0000
85205B,9,2.9568,0.8107,0.2742
85206A,13,1.6818,0.1433,0.0852
85206B,6,1.6225,0.0690,0.0425
85208,21,2.2019,0.3885,0.1765
85211,19,1.7862,0.6289,0.3521
85212,24,0.6443,0.3893,0.6042
85213,20,1.0037,0.3751,0.3737
85214,21,1.7299,0.1923,0.1112
85215,20,0.9359,0.7045,0.7527
85216,18,0.7460,0.1242,0.1665
85217,10,0.6998,0.0725,0.1036
85218,2,0.8750,0.8132,0.9293
85220,3,1.2168,0.5931,0.4875
85221,6,0.6130,0.3277,0.5346
85222,7,1.6718,0.6903,0.4129
85224,13,1.0641,0.7287,0.6848
85225,10,1.2250,0.0791,0.0645
85226A,12,0.5742,0.0474,0.0826
85226C,12,0.5615,0.0474,0.0844
85227,25,0.9040,0.0790,0.0874
85230A,21,0.2561,0.0326,0.1271
85230B,23,0.2692,0.0283,0.1053
85230C,1,0.2900,0.0000,
85230D,1,0.2900,0.0000,
85230E,22,0.2626,0.0283,0.1077
85230F,19,0.2700,0.0237,0.0879
85230G,23,0.2596,0.0349,0.1343
85231B,25,0.9180,0.0901,0.0981
85231E,7,0.8475,0.0329,0.0388
85231G,23,0.8690,0.0507,0.0584
85231L,6,0.8240,0.0362,0.0439
85232A,18,5.1402,0.3199,0.0622
85232B,15,5.0763,0.2755,0.0543
85232C,1,4.9500,0.0000,
85232D,23,5.3420,0.6018,0.1126
90000A,13,6.0264,0.1579,0.0262
90000B,14,6.1262,0.1890,0.0308
90000C,2,6.1600,0.2970,0.0482
90000D,18,6.1355,0.1729,0.0282
90001A,10,4.2350,0.0672,0.0159
90001B,8,4.2338,0.0342,0.0081
90001C,7,4.2450,0.0263,0.0062
90001D,9,4.2456,0.0053,0.0012
90002A,8,3.7500,0.0000,0.0000
90002B,5,3.7669,0.0251,0.0067
90002C,9,3.7667,0.0295,0.0078
90002D,15,3.7333,0.1316,0.0352
90002E,8,3.7837,0.0542,0.0143
90003B,15,3.7711,0.0321,0.0085
90003C,19,3.7607,0.0317,0.0084
90003D,15,3.7599,0.0395,0.0105
90003E,14,3.7699,0.0411,0.0109
90004A,1,3.7500,0.0000,
90005A,15,2.0483,0.0614,0.0300
90010A,15,9.1627,0.5633,0.0615
90010B,14,9.1923,0.2623,0.0285
90010E,16,8.9810,0.4182,0.0466
90011A,9,2.9502,0.0395,0.0134
90011B,10,2.9455,0.0287,0.0097
90011C,7,2.9400,0.0277,0.0094
90011D,5,2.9500,0.0539,0.0183
90011E,7,2.9457,0.0336,0.0114
90012A,6,8.9550,2.9464,0.3290
90012B,6,7.7000,3.6810,0.4781
90013A,21,3.7745,0.0369,0.0098
90013B,23,4.1600,0.1135,0.0273
90013C,22,4.0710,0.1836,0.0451
90013D,10,4.0031,0.2201,0.0550
90013E,2,4.2850,0.0636,0.0149
90014A,20,9.6244,1.7688,0.1838
90014B,17,9.8466,1.7957,0.1824
90014C,13,9.8097,0.9674,0.0986
90016A,15,8.1907,1.0940,0.1336
90016B,18,8.4434,0.0775,0.0092
90016C,9,8.4414,0.0917,0.0109
90018A,20,4.2285,0.0501,0.0118
90018B,18,4.2230,0.0486,0.0115
90018C,12,4.2253,0.0488,0.0115
90019A,23,5.2729,0.2324,0.0441
90019B,17,5.2603,0.2454,0.0467
90019C,18,5.3107,0.2198,0.0414
90020,4,12.6825,0.1350,0.0106
90021,3,11.9500,0.0000,0.0000
90022,17,3.7771,0.0474,0.0126
90023,14,4.2425,0.0338,0.0080
90024A,4,8.5000,0.0000,0.0000
90024B,13,8.4619,0.0851,0.0101
90024C,9,8.4978,0.0901,0.0106
90024D,10,8.4910,0.0664,0.0078
90024E,8,8.4871,0.0749,0.0088
90024F,6,8.4367,0.0905,0.0107
90025A,2,3.7500,0.0000,0.0000
90025B,3,3.7633,0.0416,0.0111
90025C,5,3.7620,0.0268,0.0071
90025D,5,3.7380,0.0110,0.0029
90025E,6,3.7917,0.0627,0.0165
90025F,6,3.7708,0.0506,0.0134
90026A,7,8.4971,0.0049,0.0006
90026B,6,8.4850,0.0367,0.0043
90026C,6,8.4700,0.0735,0.0087
90026D,8,8.5000,0.0000,0.0000
90027A,4,2.9393,0.0262,0.0089
90027B,7,2.9389,0.0269,0.0092
90027C,8,2.9373,0.0467,0.0159
90027D,8,3.1875,0.1929,0.0605
90028,15,8.4605,0.0997,0.0118
90029,9,8.4600,0.0794,0.0094
90030A,7,3.1371,2.6658,0.8498
90030B,16,4.1558,2.3897,0.5750
90030C,11,4.1464,2.4951,0.6018
90031,8,3.4875,2.6596,0.7626
90032,13,6.0087,0.8650,0.1439
90033,13,2.5265,0.0417,0.0165
90034,4,10.0750,0.1277,0.0127
90035A,8,10.7075,0.0658,0.0061
90035B,2,9.7578,1.4032,0.1438
90035C,3,10.7500,0.0000,0.0000
90036A,11,7.9836,0.0883,0.0111
90036B,8,7.9500,0.0000,0.0000
90036C,11,7.9632,0.0647,0.0081
90036D,12,7.9575,0.0389,0.0049
90036E,19,7.9703,0.0628,0.0079
90036F,9,8.0489,0.0923,0.0115
90037A,11,2.5473,0.0290,0.0114
90037B,8,2.5263,0.0316,0.0125
90037C,11,2.5309,0.0356,0.0141
90037D,4,2.5671,0.0266,0.0104
90038A,16,3.7744,0.0523,0.0139
90038B,10,3.7750,0.0564,0.0149
90038C,9,3.7733,0.0570,0.0151
90039A,5,3.7720,0.0722,0.0192
90039B,10,3.7720,0.0346,0.0092
90039C,9,3.7744,0.0456,0.0121
90039D,16,3.7738,0.0495,0.0131
90040A,14,3.9542,0.3137,0.0793
90040B,13,3.5951,0.0932,0.0259
90040C,12,3.6195,0.1320,0.0365
90040D,8,3.6666,0.1607,0.0438
90041,6,3.6950,0.1636,0.0443
90042A,12,2.5484,0.0133,0.0052
90042B,5,2.5500,0.0000,0.0000
90042C,7,2.5436,0.0036,0.0014
90043,5,5.9520,2.2405,0.3764
90046,5,4.9500,0.0000,0.0000
90048,6,5.2522,0.7403,0.1409
90049,5,7.9980,2.7838,0.3481
90050,6,7.0600,0.1324,0.0187
90051,8,7.0550,0.1221,0.0173
90052,5,7.1360,0.1621,0.0227
90053,9,2.5211,0.0310,0.0123
90054,12,2.5342,0.0355,0.0140
90055,9,2.5333,0.0343,0.0135
90056,9,10.9970,0.1598,0.0145
90057,13,2.1712,1.0834,0.4990
90058A,9,0.3800,0.0000,0.0000
90058B,14,0.5254,0.2567,0.4887
90059A,19,1.6725,0.0221,0.0132
90059B,11,1.6682,0.0189,0.0113
90059C,13,1.6663,0.0193,0.0116
90059D,21,1.6688,0.0203,0.0122
90059E,16,1.6679,0.0195,0.0117
90059F,18,1.6706,0.0229,0.0137
90060B,4,5.9500,0.0000,0.0000
90060C,3,5.9500,0.0000,0.0000
90060D,6,5.9500,0.0000,0.0000
90060F,13,5.9181,0.0562,0.0095
90062,16,12.6755,0.2157,0.0170
90063A,10,8.4990,0.0032,0.0004
90063B,9,8.5061,0.0470,0.0055
90064A,8,4.0338,0.2379,0.0590
90064B,10,3.7500,0.0000,0.0000
90065A,8,6.8120,0.1754,0.0257
90065B,9,6.8511,0.2069,0.0302
90066A,2,6.7500,0.0000,0.0000
90067A,12,2.9473,0.0161,0.0055
90067B,5,2.9440,0.0251,0.0085
90068,2,7.5000,0.0000,0.0000
90069,4,7.5000,0.0000,0.0000
90070,18,6.1745,0.1840,0.0298
90071,22,1.2475,0.0173,0.0138
90072,19,4.0736,0.1944,0.0477
90073,19,5.0140,0.0575,0.0115
90074,6,9.1900,0.3771,0.0410
90075,5,9.1770,0.2573,0.0280
90076,7,2.8929,0.1528,0.0528
90077,4,2.8600,0.2134,0.0746
90078,4,7.5350,0.0700,0.0093
90079,11,5.0036,0.0690,0.0138
90081A,18,4.9639,0.0589,0.0119
90081B,3,4.9500,0.0000,0.0000
90081C,18,5.0139,0.0756,0.0151
90082A,20,6.4869,0.1582,0.0244
90082B,15,6.3500,0.0000,0.0000
90082C,2,6.5700,0.3111,0.0474
90082D,14,6.4621,0.1616,0.0250
90083,8,1.1869,0.5188,0.4371
90084,5,0.8500,0.0000,0.0000
90085,14,1.1431,0.3825,0.3346
90086,18,1.2699,0.4271,0.3363
90087,23,1.3385,0.4253,0.3177
90088,7,0.8521,0.0056,0.0066
90089,14,1.1676,0.4526,0.3876
90090,8,0.8646,0.0230,0.0266
90091,2,0.8500,0.0000,0.0000
90092,7,0.9657,0.3062,0.3170
90093,17,1.1411,0.4578,0.4012
90094,12,2.5450,0.0119,0.0047
90095,3,3.3867,1.4491,0.4279
90096,18,2.5041,0.2575,0.1028
90098,15,2.8339,0.9509,0.3355
90099,9,2.9368,0.7318,0.2492
90100,8,2.5500,0.0000,0.0000
90101,18,2.5266,0.0307,0.0122
90102,4,0.8450,0.0100,0.0118
90103,13,2.5280,0.0312,0.0124
90104,10,0.8344,0.0099,0.0119
90108,15,1.5297,0.6819,0.4458
90111,4,1.0500,0.0000,0.0000
90112,12,1.0627,0.0440,0.0414
90114,19,2.4985,0.0381,0.0152
90115,12,2.7785,0.7390,0.2660
90116,20,2.1524,0.3512,0.1632
90118,13,2.6791,0.7160,0.2673
90119,15,2.6578,0.6654,0.2503
90120A,14,4.2502,0.0135,0.0032
90120B,22,4.2199,0.0479,0.0114
90120C,20,4.2289,0.0401,0.0095
90120D,13,4.2111,0.0969,0.0230
90121B,2,4.2500,0.0000,0.0000
90122A,15,4.9804,0.0380,0.0076
90122B,14,4.9858,0.0418,0.0084
90122C,18,4.9975,0.0672,0.0135
90123A,13,5.9400,0.0361,0.0061
90123B,10,5.9577,0.0418,0.0070
90123C,9,5.9627,0.0402,0.0067
90123D,12,5.9371,0.0839,0.0141
90124A,13,10.0100,0.1409,0.0141
90124B,18,10.0314,0.0980,0.0098
90124C,12,10.0267,0.1448,0.0144
90125A,9,2.2717,1.3164,0.5795
90125B,9,2.6935,1.1554,0.4290
90125C,4,1.5095,0.6828,0.4523
90125D,13,3.1911,1.3585,0.4257
90125E,7,2.9750,1.1575,0.3891
90126A,5,2.3580,0.9147,0.3879
90126B,2,2.9775,0.6399,0.2149
90126C,4,2.5571,0.9303,0.3638
90127A,2,1.8550,0.8556,0.4612
90127B,2,1.2500,0.0000,0.0000
90128A,7,1.7229,0.5668,0.3290
90128B,5,1.3760,0.2817,0.2048
90128C,6,1.8817,0.6928,0.3682
90128D,7,1.9629,0.6671,0.3398
90129A,20,2.0143,0.4724,0.2346
90129B,22,2.2419,0.5553,0.2477
90129C,19,2.2039,0.5202,0.2360
90129D,15,2.2546,0.5438,0.2412
90129E,19,1.9899,0.4596,0.2310
90129F,19,2.2503,0.5801,0.2578
90130A,10,2.9475,0.0251,0.0085
90130B,21,2.9355,0.0317,0.0108
90130C,14,2.9387,0.0337,0.0115
90130D,7,2.9514,0.0441,0.0150
90131,5,6.9740,0.0537,0.0077
90132,7,5.0900,0.0635,0.0125
90133,14,5.0319,0.0779,0.0155
90134,24,2.9346,0.0321,0.0109
90135,3,5.0067,0.0737,0.0147
90135A,4,4.9925,0.0665,0.0133
90136,3,10.1733,0.3868,0.0380
90137,8,5.2137,0.2204,0.0423
90138,12,5.3146,0.2336,0.0440
90139,3,5.0971,0.1274,0.0250
90140,7,7.5571,0.0778,0.0103
90141A,10,5.2710,0.2473,0.0469
90141B,9,5.0156,0.0713,0.0142
90141C,10,5.2640,0.2735,0.0520
90141D,5,5.2860,0.3067,0.0580
90141E,5,5.0620,0.2504,0.0495
90142A,4,5.0900,0.0000,0.0000
90142B,1,5.0900,0.0000,
90142C,1,5.0900,0.0000,
90142D,4,4.9850,0.0700,0.0140
90143,20,7.6424,0.2893,0.0379
90144,19,3.7674,0.0440,0.0117
90145,21,6.0807,0.1570,0.0258
90146,12,7.3397,1.1506,0.1568
90147,18,10.1123,0.1748,0.0173
90148,14,12.7307,0.0722,0.0057
90149,8,7.3634,0.3784,0.0514
90150,7,7.5000,0.0000,0.0000
90151,7,8.5243,0.0688,0.0081
90152A,7,5.7629,0.2427,0.0421
90152B,4,5.8950,0.1100,0.0187
90152C,4,5.9500,0.0000,0.0000
90154,7,8.7071,0.6425,0.0738
90155,14,7.5490,0.0798,0.0106
90156,8,5.7977,1.2444,0.2146
90157,12,4.9758,0.0386,0.0078
90158,23,5.0306,0.0674,0.0134
90159,13,4.9672,0.0347,0.0070
90160A,18,6.9850,0.0744,0.0106
90160B,19,6.8738,0.4977,0.0724
90160C,22,7.0046,0.1139,0.0163
90160D,15,6.9679,0.0421,0.0060
90161A,20,5.0007,0.0602,0.0120
90161B,21,4.9976,0.0565,0.0113
90161C,23,4.9987,0.0476,0.0095
90161D,21,4.9944,0.0644,0.0129
90162A,7,2.9500,0.0000,0.0000
90162B,11,2.9500,0.0000,0.0000
90162C,12,2.9500,0.0000,0.0000
90162D,8,2.9500,0.0000,0.0000
90163A,14,7.5832,0.0986,0.0130
90163B,7,7.5710,0.1216,0.0161
90164A,16,6.9665,1.7356,0.2491
90164B,19,7.0754,1.6048,0.2268
90165A,14,2.5240,0.0364,0.0144
90165B,16,2.5176,0.0363,0.0144
90166,18,4.2230,0.0518,0.0123
90167,12,0.8575,0.0702,0.0819
90168,12,2.9362,0.0330,0.0112
90169,15,2.5206,0.0365,0.0145
90170,21,1.6681,0.0223,0.0133
90171,4,1.2665,0.0168,0.0132
90173,19,3.7776,0.0409,0.0108
90174,16,2.5294,0.0379,0.0150
90175A,23,9.0638,0.2615,0.0289
90175B,15,8.9881,0.8603,0.0957
90175C,10,9.0100,0.1897,0.0211
90175D,20,9.1068,0.1343,0.0147
90176A,7,7.5814,0.1220,0.0161
90176B,3,7.5444,0.0828,0.0110
90176C,6,7.8333,0.5288,0.0675
90176D,7,7.5443,0.1172,0.0155
90176E,3,7.4933,0.0115,0.0015
90177A,12,2.9183,0.0272,0.0093
90177B,14,2.9487,0.0298,0.0101
90177C,16,2.9388,0.0346,0.0118
90177D,15,2.9450,0.0242,0.0082
90177E,14,2.9489,0.0378,0.0128
90178A,10,11.9174,0.0965,0.0081
90178B,9,11.9733,0.0700,0.0058
90179A,6,5.8978,0.0623,0.0106
90179B,6,5.9242,0.0612,0.0103
90179C,10,5.9295,0.0435,0.0073
90180A,15,9.5111,1.8162,0.1910
90180B,10,9.9952,0.0868,0.0087
90181A,11,9.1939,0.1561,0.0170
90181B,14,9.2568,0.1246,0.0135
90181C,4,9.3450,0.1634,0.0175
90182A,6,2.9100,0.0245,0.0084
90182B,4,2.9325,0.0650,0.0222
90182C,10,2.9280,0.0297,0.0102
90183A,15,2.9316,0.0272,0.0093
90183B,15,2.9357,0.0415,0.0141
90183C,10,2.9420,0.0525,0.0178
90184A,14,9.1049,0.1612,0.0177
90184B,18,9.1038,0.1468,0.0161
90184C,18,9.1090,0.1355,0.0149
90185A,15,4.2362,0.0516,0.0122
90185B,15,4.2169,0.0506,0.0120
90185C,14,4.2379,0.0396,0.0093
90185D,13,4.2502,0.0399,0.0094
90186A,14,2.9395,0.0266,0.0090
90186B,16,2.9469,0.0285,0.0097
90187A,7,3.3843,0.0431,0.0128
90187B,12,3.3600,0.0445,0.0132
90188,14,2.5407,0.0310,0.0122
90189A,7,7.5200,0.0529,0.0070
90189B,2,7.5000,0.0000,0.0000
90190A,13,2.9351,0.0266,0.0090
90190B,13,2.9362,0.0253,0.0086
90190C,16,2.9370,0.0262,0.0089
90191,15,11.4992,3.1800,0.2765
90192,20,5.0007,0.0590,0.0118
90194,15,4.2415,0.0255,0.0060
90195A,15,8.1030,2.2408,0.2765
90195B,13,8.5624,1.6920,0.1976
90196A,7,12.7500,0.0000,0.0000
90196B,9,12.7200,0.0900,0.0071
90197B,20,5.0339,0.0646,0.0128
90197D,3,4.9500,0.0000,0.0000
90198A,24,4.2312,0.0437,0.0103
90198B,23,4.2399,0.0350,0.0082
90199A,11,6.3297,0.0494,0.0078
90199B,13,6.3433,0.0570,0.0090
90199C,15,6.2831,0.2171,0.0346
90199D,12,6.3233,0.0568,0.0090
90200A,23,4.2199,0.0393,0.0093
90200B,24,4.2347,0.0268,0.0063
90200C,16,4.2403,0.0222,0.0052
90200D,24,4.2104,0.0771,0.0183
90200E,24,4.2109,0.0959,0.0228
90201A,22,2.9435,0.0278,0.0095
90201B,24,2.9496,0.0274,0.0093
90201C,22,2.9476,0.0293,0.0099
90201D,24,2.9419,0.0309,0.0105
90202A,13,2.9361,0.0281,0.0096
90202B,12,2.9383,0.0400,0.0136
90202C,15,2.9447,0.0344,0.0117
90202D,17,2.9460,0.0364,0.0124
90203,10,7.5226,0.0329,0.0044
90204,17,3.3647,0.0369,0.0110
90205A,12,1.6692,0.0250,0.0150
90205C,16,1.6581,0.0553,0.0333
90206A,9,4.9750,0.0449,0.0090
90206C,19,5.0251,0.0754,0.0150
90208,19,2.5059,0.1026,0.0410
90209A,8,1.9773,0.1699,0.0859
90209B,22,2.0439,0.1249,0.0611
90209C,22,2.0415,0.1252,0.0613
90210A,12,2.7734,0.4921,0.1774
90210B,13,2.5214,0.7737,0.3068
90210C,9,2.5607,0.7589,0.2964
90210D,12,2.4999,0.8216,0.3286
90211A,11,5.9435,0.0592,0.0100
90211B,12,5.9298,0.0560,0.0095
90212B,14,3.7877,0.0485,0.0128
90212C,7,3.7500,0.0000,0.0000
90214A,23,1.0654,0.2717,0.2550
90214B,17,0.9456,0.2640,0.2792
90214C,21,1.0336,0.2589,0.2504
90214D,24,1.1001,0.3994,0.3630
90214E,22,1.1174,0.4159,0.3722
90214F,15,0.9264,0.2592,0.2797
90214G,21,1.0524,0.4150,0.3944
90214H,19,0.9855,0.2539,0.2576
90214I,14,0.9689,0.3327,0.3433
90214J,21,1.0496,0.3263,0.3109
90214K,24,1.1372,0.3908,0.3436
90214L,19,1.0001,0.2602,0.2602
90214M,20,1.0261,0.2769,0.2699
90214N,21,1.0429,0.3369,0.3231
90214O,9,1.0013,0.3174,0.3170
90214P,16,1.0466,0.3516,0.3359
90214R,18,1.1736,0.5173,0.4408
90214S,21,1.0587,0.4171,0.3940
90214T,15,1.0453,0.4838,0.4628
90214U,2,0.7700,0.6788,0.8816
90214V,16,0.9634,0.2581,0.2679
90214W,7,0.8471,0.2929,0.3458
90214Y,7,0.8786,0.3237,0.3684
90214Z,13,0.9023,0.2559,0.2836
DCGS0003,8,2.5050,0.0346,0.0138
DCGS0004,4,16.9850,0.2940,0.0173
DCGS0037,1,12.7200,0.0000,
DCGS0041,1,5.0600,0.0000,
DCGS0044,1,2.5700,0.0000,
DCGS0058,10,0.8353,0.0434,0.0520
DCGS0062,1,2.5100,0.0000,
DCGS0066N,1,8.6500,0.0000,
DCGS0068,2,8.5600,0.1273,0.0149
DCGS0069,4,16.0450,0.1700,0.0106
DCGS0070,2,12.7200,0.0000,0.0000
DCGS0072,1,5.1700,0.0000,
DCGS0075,1,12.7200,0.0000,
DCGS0076,9,16.1689,0.1167,0.0072
DCGSSBOY,11,3.2986,0.0729,0.0221
DCGSSGIRL,11,3.1236,0.6222,0.1992
