stock_code,abc_class,revenue_share,cum_share,abc_source
37489D,C,0.000001,0.999882,training_window
37491A,C,0.000003,0.999573,training_window
37491B,C,0.000002,0.999806,training_window
37491C,C,0.000012,0.995976,training_window
37491D,C,0.000005,0.999045,training_window
37492A,C,0.000016,0.993610,training_window
37492B,B,0.000071,0.946349,training_window
37492C,C,0.000036,0.980900,training_window
37492D,C,0.000051,0.966121,training_window
37494A,C,0.000061,0.956366,training_window
37495,A,0.000365,0.715469,training_window
37500,A,0.000410,0.691718,training_window
37501,A,0.000247,0.796807,training_window
37502,B,0.000196,0.831387,training_window
37503,A,0.001913,0.252831,training_window
37506,C,0.000014,0.994685,training_window
37508,C,0.000017,0.993007,training_window
37509,C,0.000005,0.998686,training_window
40001,B,0.000110,0.909703,training_window
40002,C,0.000005,0.998851,training_window
40003,B,0.000093,0.924079,training_window
40005B,C,0.000001,0.999868,training_window
40016,A,0.000367,0.714738,training_window
40018E,C,0.000063,0.955369,training_window
40018F,B,0.000158,0.860176,training_window
40046A,C,0.000031,0.983966,training_window
40046C,C,0.000000,0.999991,training_window
44089A,C,0.000001,0.999931,training_window
44089C,C,0.000002,0.999830,training_window
44091A,C,0.000001,0.999967,training_window
44091C,C,0.000002,0.999711,training_window
44092B,C,0.000001,0.999964,training_window
44092C,C,0.000001,0.999952,training_window
44217M,C,0.000018,0.992603,training_window
44228,C,0.000002,0.999716,training_window
44230,A,0.000254,0.791806,training_window
44234,C,0.000015,0.994196,training_window
44235,C,0.000020,0.991392,training_window
44236,C,0.000006,0.998599,training_window
44241C,C,0.000004,0.999059,training_window
44242A,C,0.000000,0.999997,training_window
44242B,C,0.000007,0.997967,training_window
44265,C,0.000003,0.999669,training_window
45008C,C,0.000060,0.957877,training_window
45013,C,0.000010,0.996824,training_window
45014,C,0.000000,0.999987,training_window
45016,C,0.000032,0.983305,training_window
46000M,B,0.000217,0.815666,training_window
46000P,C,0.000065,0.952695,training_window
46000R,C,0.000019,0.992055,training_window
46000S,A,0.000261,0.786399,training_window
46000U,C,0.000016,0.994041,training_window
46037A,C,0.000001,0.999965,training_window
46115B,C,0.000004,0.999205,training_window
46118,C,0.000024,0.988699,training_window
46126A,C,0.000032,0.983527,training_window
46137D,C,0.000010,0.996687,training_window
46138B,C,0.000010,0.996853,training_window
46138D,C,0.000000,0.999998,training_window
46307,C,0.000019,0.992223,training_window
46775A,B,0.000079,0.938715,training_window
46775B,C,0.000006,0.998308,training_window
46775D,B,0.000119,0.899872,training_window
46775E,B,0.000096,0.921516,training_window
46776A,C,0.000056,0.961903,training_window
46776B,C,0.000064,0.953724,training_window
46776C,C,0.000042,0.975693,training_window
46776D,C,0.000029,0.985676,training_window
46776E,C,0.000033,0.982490,training_window
46776F,B,0.000072,0.945057,training_window
47013A,C,0.000003,0.999552,training_window
47013C,C,0.000003,0.999629,training_window
47016,C,0.000005,0.999004,training_window
47021G,C,0.000031,0.983997,training_window
47310M,C,0.000049,0.968418,training_window
47341A,C,0.000003,0.999681,training_window
47341B,C,0.000003,0.999396,training_window
47343A,C,0.000008,0.997733,training_window
47344B,C,0.000004,0.999327,training_window
47347B,C,0.000014,0.995077,training_window
47348A,C,0.000003,0.999676,training_window
47351B,C,0.000008,0.997686,training_window
47367B,C,0.000056,0.961847,training_window
47369A,C,0.000007,0.998159,training_window
47369B,C,0.000004,0.999099,training_window
47420,C,0.000003,0.999386,training_window
47421,C,0.000027,0.986686,training_window
47422,C,0.000024,0.988604,training_window
47469,C,0.000037,0.980209,training_window
47471,C,0.000018,0.992442,training_window
47480,B,0.000162,0.857146,training_window
47481,C,0.000018,0.992585,training_window
47502,A,0.000516,0.641638,training_window
47503A,C,0.000038,0.979650,training_window
47503E,B,0.000089,0.927813,training_window
47503F,C,0.000055,0.962899,training_window
47503G,C,0.000028,0.986466,training_window
47503H,C,0.000012,0.995618,training_window
47503J,B,0.000205,0.825578,training_window
47503K,B,0.000105,0.913885,training_window
47504E,B,0.000070,0.947689,training_window
47504F,C,0.000015,0.994467,training_window
47504G,C,0.000028,0.986521,training_window
47504H,C,0.000032,0.983177,training_window
47504J,C,0.000005,0.998836,training_window
47504K,B,0.000147,0.870949,training_window
47505,A,0.000265,0.783237,training_window
47518F,C,0.000010,0.996717,training_window
47552A,C,0.000002,0.999809,training_window
47554,C,0.000000,0.999995,training_window
47556,C,0.000000,0.999995,training_window
47556B,A,0.001032,0.444755,training_window
47559B,A,0.000420,0.683001,training_window
47562,C,0.000029,0.985356,training_window
47563A,C,0.000034,0.982323,training_window
47563B,C,0.000002,0.999736,training_window
47566,A,0.007200,0.051764,training_window
47566B,A,0.001739,0.282099,training_window
47567B,A,0.000750,0.535010,training_window
47568,A,0.000375,0.711027,training_window
47569,C,0.000000,0.999995,training_window
47570,B,0.000178,0.845623,training_window
47570B,A,0.000736,0.539463,training_window
47574A,C,0.000027,0.986903,training_window
47574B,C,0.000016,0.993994,training_window
47578A,C,0.000008,0.997646,training_window
47579,C,0.000032,0.983495,training_window
47580,A,0.000304,0.753587,training_window
47581B,C,0.000057,0.960613,training_window
47583A,C,0.000046,0.971555,training_window
47583B,C,0.000025,0.988307,training_window
47585A,B,0.000161,0.857308,training_window
47586A,C,0.000018,0.992550,training_window
47587A,B,0.000083,0.933825,training_window
47589,B,0.000076,0.941719,training_window
47590A,A,0.001427,0.344951,training_window
47590B,A,0.001757,0.278605,training_window
47591A,C,0.000020,0.991129,training_window
47591B,B,0.000130,0.889000,training_window
47591C,B,0.000153,0.864206,training_window
47591D,A,0.001139,0.412502,training_window
47592A,C,0.000048,0.969772,training_window
47592B,C,0.000010,0.996697,training_window
47593A,C,0.000023,0.989123,training_window
47593B,C,0.000052,0.964930,training_window
47594A,C,0.000048,0.969676,training_window
47594B,C,0.000058,0.959233,training_window
47597,C,0.000049,0.969050,training_window
47598,C,0.000007,0.998132,training_window
47599A,A,0.000697,0.558775,training_window
47599B,A,0.000403,0.697406,training_window
48103,C,0.000015,0.994287,training_window
48111,A,0.001594,0.312030,training_window
48116,A,0.001183,0.402078,training_window
48129,A,0.001211,0.396105,training_window
48138,A,0.004027,0.073404,training_window
48173A,C,0.000001,0.999970,training_window
48173C,A,0.001268,0.381195,training_window
48175,C,0.000012,0.995823,training_window
48179,C,0.000016,0.993691,training_window
48184,A,0.001713,0.287264,training_window
48185,A,0.002753,0.167265,training_window
48187,A,0.002346,0.205271,training_window
48188,A,0.001517,0.325899,training_window
48189,A,0.000637,0.580659,training_window
48194,A,0.002586,0.180445,training_window
48195,B,0.000122,0.897209,training_window
48197,A,0.000444,0.672678,training_window
51008,A,0.000621,0.588218,training_window
51012C,C,0.000016,0.993740,training_window
51012L,C,0.000001,0.999934,training_window
51014A,B,0.000230,0.808510,training_window
51014C,B,0.000133,0.886374,training_window
51014L,B,0.000113,0.906701,training_window
51020A,C,0.000035,0.981467,training_window
51020B,C,0.000037,0.980356,training_window
62018,A,0.000657,0.572925,training_window
62043B,C,0.000006,0.998537,training_window
62074B,C,0.000001,0.999902,training_window
62086A,C,0.000014,0.994827,training_window
62094B,C,0.000051,0.966428,training_window
62095B,C,0.000023,0.989006,training_window
62096A,C,0.000045,0.972916,training_window
62096B,C,0.000033,0.982557,training_window
62097A,C,0.000001,0.999957,training_window
62097B,C,0.000001,0.999918,training_window
70006,A,0.000279,0.770495,training_window
70007,B,0.000091,0.926464,training_window
71028B,C,0.000017,0.993161,training_window
71038,B,0.000241,0.801921,training_window
71050,C,0.000001,0.999962,training_window
71053,A,0.001103,0.422524,training_window
71101A,C,0.000000,0.999982,training_window
71101E,C,0.000036,0.980575,training_window
71143,C,0.000029,0.985268,training_window
71215,C,0.000005,0.998775,training_window
71270,C,0.000026,0.987775,training_window
71279,C,0.000053,0.964667,training_window
71403,C,0.000037,0.980430,training_window
71406C,C,0.000004,0.999312,training_window
71434B,C,0.000000,0.999983,training_window
71459,A,0.001629,0.303982,training_window
71477,A,0.002147,0.234479,training_window
71495A,C,0.000005,0.998750,training_window
71495B,C,0.000006,0.998593,training_window
71496A,C,0.000009,0.997413,training_window
71496B,C,0.000000,0.999990,training_window
71510,C,0.000007,0.997901,training_window
72008,B,0.000115,0.903858,training_window
72023F,C,0.000050,0.966781,training_window
72024U,C,0.000003,0.999516,training_window
72038P,C,0.000009,0.997361,training_window
72045D,B,0.000069,0.949012,training_window
72051S,C,0.000014,0.994671,training_window
72083A,C,0.000004,0.999271,training_window
72084B,C,0.000000,0.999990,training_window
72122,C,0.000031,0.983841,training_window
72127,C,0.000026,0.987852,training_window
72128,C,0.000027,0.986659,training_window
72129,C,0.000004,0.999305,training_window
72130,C,0.000020,0.991311,training_window
72131,C,0.000038,0.979272,training_window
72132,C,0.000033,0.982722,training_window
72133,C,0.000006,0.998327,training_window
72134,C,0.000008,0.997741,training_window
72140E,C,0.000011,0.996292,training_window
72140F,C,0.000005,0.998739,training_window
72225C,C,0.000027,0.987118,training_window
72225D,C,0.000017,0.993463,training_window
72232,B,0.000070,0.947899,training_window
72267,C,0.000040,0.977866,training_window
72349B,A,0.000288,0.763950,training_window
72351A,A,0.000514,0.643697,training_window
72351B,A,0.000717,0.547456,training_window
72369A,C,0.000005,0.998856,training_window
72484,B,0.000075,0.942999,training_window
72487,C,0.000027,0.987252,training_window
72529W,B,0.000069,0.948666,training_window
72586,C,0.000053,0.964032,training_window
72598,C,0.000050,0.966681,training_window
72606A,C,0.000007,0.997974,training_window
72708,C,0.000001,0.999955,training_window
72709,C,0.000004,0.999112,training_window
72715,C,0.000003,0.999615,training_window
72724,C,0.000003,0.999400,training_window
72728,C,0.000039,0.978263,training_window
72739B,C,0.000025,0.988456,training_window
72739C,C,0.000021,0.990654,training_window
72740A,C,0.000011,0.996389,training_window
72740B,C,0.000000,0.999984,training_window
72741,A,0.001705,0.288969,training_window
72750A,C,0.000058,0.959754,training_window
72750B,B,0.000079,0.938165,training_window
72750C,C,0.000036,0.981007,training_window
72750D,C,0.000017,0.993213,training_window
72751A,C,0.000000,0.999974,training_window
72751B,C,0.000000,0.999975,training_window
72751C,C,0.000000,0.999975,training_window
72752A,C,0.000000,0.999988,training_window
72752B,C,0.000001,0.999923,training_window
72753A,C,0.000052,0.965451,training_window
72753B,B,0.000072,0.945345,training_window
72753C,C,0.000008,0.997630,training_window
72753D,C,0.000023,0.989514,training_window
72754A,C,0.000015,0.994318,training_window
72754B,C,0.000010,0.996504,training_window
72754D,C,0.000000,0.999999,training_window
72755C,C,0.000058,0.959696,training_window
72755D,C,0.000052,0.965243,training_window
72756,A,0.000411,0.690898,training_window
72760B,A,0.001117,0.415877,training_window
72771B,C,0.000004,0.999143,training_window
72771C,C,0.000003,0.999472,training_window
72772,C,0.000046,0.971231,training_window
72779,C,0.000006,0.998402,training_window
72780,C,0.000026,0.987620,training_window
72781,C,0.000017,0.993024,training_window
72783,C,0.000004,0.999151,training_window
72785A,C,0.000001,0.999889,training_window
72785B,C,0.000001,0.999945,training_window
72789,C,0.000035,0.981537,training_window
72793,C,0.000020,0.991210,training_window
72796A,C,0.000001,0.999871,training_window
72796B,C,0.000003,0.999423,training_window
72796C,C,0.000000,0.999999,training_window
72798C,C,0.000004,0.999213,training_window
72799A,C,0.000066,0.951516,training_window
72799B,C,0.000035,0.981362,training_window
72799C,C,0.000050,0.966983,training_window
72799D,C,0.000020,0.991670,training_window
72799E,B,0.000148,0.870801,training_window
72799F,B,0.000138,0.882321,training_window
72800A,C,0.000056,0.961513,training_window
72800B,B,0.000080,0.935778,training_window
72800C,C,0.000055,0.962624,training_window
72800D,B,0.000070,0.947408,training_window
72800E,B,0.000147,0.871096,training_window
72800F,B,0.000080,0.936740,training_window
72801C,C,0.000043,0.974628,training_window
72801D,C,0.000044,0.973845,training_window
72801E,C,0.000032,0.983369,training_window
72801F,C,0.000022,0.990028,training_window
72801G,C,0.000059,0.958055,training_window
72802A,A,0.000248,0.795818,training_window
72802B,B,0.000237,0.804069,training_window
72802C,A,0.000334,0.732213,training_window
72803A,B,0.000086,0.930104,training_window
72803B,C,0.000031,0.983778,training_window
72805,C,0.000001,0.999888,training_window
72807A,A,0.000262,0.786138,training_window
72807B,A,0.000311,0.748976,training_window
72807C,A,0.000530,0.633817,training_window
72811,C,0.000022,0.990094,training_window
72812,C,0.000015,0.994437,training_window
72814,B,0.000073,0.944477,training_window
72815,B,0.000081,0.934645,training_window
72816,B,0.000068,0.949767,training_window
72817,C,0.000047,0.970999,training_window
72818,C,0.000042,0.976446,training_window
72819,B,0.000070,0.948527,training_window
72821,C,0.000008,0.997849,training_window
75011,C,0.000006,0.998588,training_window
75013B,C,0.000050,0.966832,training_window
75049L,A,0.000725,0.545297,training_window
75131,B,0.000116,0.903397,training_window
75149N,C,0.000026,0.987877,training_window
75172,C,0.000002,0.999738,training_window
75178,C,0.000019,0.991728,training_window
77079,C,0.000010,0.996637,training_window
77081,C,0.000023,0.989193,training_window
77101A,B,0.000094,0.923139,training_window
78026,C,0.000011,0.996463,training_window
78027,C,0.000008,0.997864,training_window
78033,C,0.000019,0.991960,training_window
